order_id,order_time,delivery_time,delivery_duration_min,city,state,latitude,longitude,restaurant,is_canceled,cancel_reason,customer_rating
1783e32f-56de-4eff-933a-4e05dae32003,2024-11-28 20:00:00,2024-11-28 20:57:00,57.0,Dallas,TX,32.7767,-96.797,Steakhouse King,False,,4.3
0eeeb174-0374-4ecf-8eea-ecc45ca7b371,2025-04-18 12:33:00,,,San Antonio,TX,29.4241,-98.4936,Sushi World,True,Customer Request,
20a24152-69b0-441c-aa2c-5739396d0e7f,2024-12-17 11:23:00,2024-12-17 12:02:00,39.0,San Diego,CA,32.7157,-117.1611,Pasta Place,False,,4.5
76e4fea2-74c3-49eb-b411-b5a5706daa89,2025-04-17 17:20:00,2025-04-17 17:49:00,29.0,San Jose,CA,37.3382,-121.8863,Seafood Delight,False,,4.6
5327687b-b993-447f-9e1a-ce000efbc33a,2025-04-25 20:43:00,2025-04-25 21:39:00,56.0,San Antonio,TX,29.4241,-98.4936,Steakhouse King,False,,4.2
1cbf782d-1356-45a9-8d29-8d8cbdf21b71,2025-04-11 18:13:00,2025-04-11 19:06:00,53.0,San Antonio,TX,29.4241,-98.4936,Taco Town,False,,4.1
45c95a6b-6710-447b-9f54-b9c354f96475,2025-03-24 13:13:00,2025-03-24 14:04:00,51.0,Phoenix,AZ,33.4484,-112.074,Seafood Delight,False,,4.2
124c912c-9f61-41d4-99b5-01344497eed6,2025-01-09 20:23:00,2025-01-09 21:18:00,55.0,San Diego,CA,32.7157,-117.1611,Sushi World,False,,3.9
c00d7a3d-b933-4e58-b734-c1b779ead700,2024-11-28 20:47:00,2024-11-28 21:55:00,68.0,Houston,TX,29.7604,-95.3698,Sushi World,False,,3.0
2024c2a1-0361-433c-87ca-493237fd9eae,2025-04-26 12:38:00,2025-04-26 13:54:00,76.0,Phoenix,AZ,33.4484,-112.074,Burger Haven,False,,3.3
7a5fac9e-8d4b-4468-b9a1-9f764673a3d6,2024-11-03 21:20:00,2024-11-03 22:08:00,48.0,Phoenix,AZ,33.4484,-112.074,Vegan Vibes,False,,4.4
0d4b1176-a161-4d96-8530-28e8d2d4f2a5,2025-04-08 23:23:00,2025-04-08 23:50:00,27.0,Los Angeles,CA,34.0522,-118.2437,Steakhouse King,False,,4.8
fc1ca2df-0078-421a-a431-a3b13eef40f6,2025-03-03 13:38:00,2025-03-03 14:48:00,70.0,Philadelphia,PA,39.9526,-75.1652,Bistro Belle,False,,2.7
41cc16b4-ab6d-49fb-a9c2-dabd1eba07d6,2024-11-23 19:23:00,2024-11-23 20:09:00,46.0,Phoenix,AZ,33.4484,-112.074,The Gourmet Kitchen,False,,3.8
2cd44d53-c254-49b5-99d9-78f4a4d36f7d,2025-01-13 10:05:00,2025-01-13 10:35:00,30.0,Philadelphia,PA,39.9526,-75.1652,Pasta Place,False,,4.8
8aff2e3b-de06-4acc-837d-efee14891dfe,2025-04-26 13:30:00,2025-04-26 14:22:00,52.0,Chicago,IL,41.8781,-87.6298,Steakhouse King,False,,4.0
4da1a0fd-e0d4-4e75-9b72-6d4187b7157b,2025-04-03 16:58:00,2025-04-03 17:30:00,32.0,San Antonio,TX,29.4241,-98.4936,Burger Haven,False,,4.5
a1a855fe-f876-4d2f-b535-ba8286295c59,2024-11-16 16:25:00,2024-11-16 17:21:00,56.0,San Jose,CA,37.3382,-121.8863,Pizza Palace,False,,4.4
f4c5f29a-adb7-4dc4-9016-46298453196e,2025-04-09 20:23:00,2025-04-09 20:48:00,25.0,San Jose,CA,37.3382,-121.8863,Vegan Vibes,False,,4.7
9ed137ef-0f07-41d7-bcc6-0fa900c77ffa,2024-11-07 20:50:00,2024-11-07 21:14:00,24.0,Houston,TX,29.7604,-95.3698,The Gourmet Kitchen,False,,4.7
de85534a-b847-4cbc-83dc-0e4ae1620312,2024-12-04 12:06:00,2024-12-04 13:19:00,73.0,San Antonio,TX,29.4241,-98.4936,Pizza Palace,False,,3.3
26050ec2-f7ae-4b1a-8064-a218475b15c9,2024-11-14 17:53:00,2024-11-14 18:58:00,65.0,San Antonio,TX,29.4241,-98.4936,Bistro Belle,False,,2.8
63e2d1a8-1ff0-4989-af15-e51edc643a7e,2025-03-14 12:20:00,2025-03-14 12:53:00,33.0,Chicago,IL,41.8781,-87.6298,Steakhouse King,False,,4.9
51b92505-1a3b-4037-90c6-19fd1d5410f6,2025-03-05 17:59:00,,,Chicago,IL,41.8781,-87.6298,Sushi World,True,Scam,
10365aac-6f7f-47a6-ad56-f0771415bbbe,2025-02-12 11:10:00,2025-02-12 12:03:00,53.0,Houston,TX,29.7604,-95.3698,Burger Haven,False,,3.8
ee91b8e6-ceb0-4893-b351-50dfe8ad5663,2025-03-05 11:26:00,,,Philadelphia,PA,39.9526,-75.1652,Burger Haven,True,Other,
037883a4-b4df-44dc-80d6-26e358f1e63a,2024-11-20 15:57:00,2024-11-20 16:38:00,41.0,San Diego,CA,32.7157,-117.1611,The Gourmet Kitchen,False,,4.1
5c7f3713-9d91-4b92-ab6a-a220640ff40a,2025-03-15 12:54:00,2025-03-15 13:25:00,31.0,Dallas,TX,32.7767,-96.797,Burger Haven,False,,4.8
4cb36e3f-3bba-426a-b635-6586ab05d729,2024-11-28 13:10:00,2024-11-28 14:11:00,61.0,Phoenix,AZ,33.4484,-112.074,Vegan Vibes,False,,3.1
0a67ea7d-2a46-4d2d-b1b3-a5d7674271c7,2025-03-27 16:32:00,2025-03-27 17:04:00,32.0,Dallas,TX,32.7767,-96.797,Steakhouse King,False,,4.7
34009a23-f92f-431c-a374-6358aeae3923,2024-11-10 14:54:00,2024-11-10 15:47:00,53.0,Phoenix,AZ,33.4484,-112.074,Vegan Vibes,False,,4.0
09793f89-40be-47d7-ac25-393096a6f665,2025-02-09 19:53:00,2025-02-09 21:14:00,81.0,San Jose,CA,37.3382,-121.8863,Burger Haven,False,,2.1
610aeb3f-67a4-4754-9ad5-d611e4e779c9,2024-12-04 16:54:00,,,New York,NY,40.7128,-74.006,The Gourmet Kitchen,True,Scam,
7c445a8a-36f9-4b95-bd26-8da12e0ab5b5,2025-01-14 23:42:00,2025-01-15 00:32:00,50.0,Dallas,TX,32.7767,-96.797,Taco Town,False,,4.1
221bf1de-4438-4d7f-8e88-568eba1f8c63,2025-03-12 23:22:00,2025-03-13 00:08:00,46.0,Chicago,IL,41.8781,-87.6298,Steakhouse King,False,,3.5
a8ceee7a-9152-4439-80a8-37ede1029e0d,2025-02-05 18:26:00,2025-02-05 19:34:00,68.0,Philadelphia,PA,39.9526,-75.1652,The Gourmet Kitchen,False,,2.7
67239c35-7604-4882-b98b-7a1463f0fd09,2025-02-23 14:31:00,2025-02-23 15:42:00,71.0,Chicago,IL,41.8781,-87.6298,Sushi World,False,,2.6
c778c9b4-2a87-4b5e-8b1c-379b90f5e2f4,2025-04-16 15:12:00,2025-04-16 15:46:00,34.0,Chicago,IL,41.8781,-87.6298,Vegan Vibes,False,,4.9
67997e92-a2fb-4a45-a407-6933f1e3e80d,2024-11-14 14:53:00,2024-11-14 15:14:00,21.0,Dallas,TX,32.7767,-96.797,Bistro Belle,False,,4.8
2e9054b0-8132-4e26-be9f-1050f22defdc,2024-11-29 12:08:00,2024-11-29 12:59:00,51.0,Dallas,TX,32.7767,-96.797,Pizza Palace,False,,4.2
31285c89-13b3-4355-8f14-a69ed9251144,2025-02-10 20:33:00,2025-02-10 21:27:00,54.0,New York,NY,40.7128,-74.006,Sushi World,False,,4.1
0dc3a496-79ba-476a-ac96-29730f18af10,2024-12-19 12:20:00,2024-12-19 13:09:00,49.0,San Antonio,TX,29.4241,-98.4936,Seafood Delight,False,,3.9
95ce3c5d-66b4-4b6d-aa53-a2f2f73ea06c,2024-11-28 12:45:00,,,San Diego,CA,32.7157,-117.1611,Pizza Palace,True,Other,
63d46cd3-1726-49f6-85dc-7703ab47cfe6,2025-02-26 20:18:00,2025-02-26 20:57:00,39.0,Phoenix,AZ,33.4484,-112.074,Burger Haven,False,,4.9
a9f0ab24-2020-4e4a-8dcb-102a6d3b7a1e,2024-11-22 15:07:00,2024-11-22 16:34:00,87.0,San Jose,CA,37.3382,-121.8863,Pasta Place,False,,2.4
b24e09cc-1421-4d83-bcc9-5a961fe7591d,2025-04-10 20:00:00,2025-04-10 20:22:00,22.0,San Antonio,TX,29.4241,-98.4936,Seafood Delight,False,,5.0
1d6a6cda-424d-4db3-ab12-a18a839b4f0f,2025-03-20 20:34:00,2025-03-20 21:45:00,71.0,Chicago,IL,41.8781,-87.6298,Pasta Place,False,,3.3
a8e9624c-4e14-4572-bbe0-3e7a2fd3d2bb,2025-04-25 19:52:00,2025-04-25 20:54:00,62.0,Phoenix,AZ,33.4484,-112.074,Taco Town,False,,2.8
baac7b9c-07cf-4f94-b5bd-9498d4786278,2024-11-13 15:22:00,,,New York,NY,40.7128,-74.006,Burger Haven,True,Payment Issue,
a39229b9-c1b2-40a3-9d56-7689cdd0c62d,2025-03-01 16:33:00,2025-03-01 17:17:00,44.0,Chicago,IL,41.8781,-87.6298,Burger Haven,False,,3.9
1d6faaa3-5455-4054-9518-a707907b463a,2025-03-02 12:08:00,2025-03-02 13:20:00,72.0,Chicago,IL,41.8781,-87.6298,Burger Haven,False,,3.3
26fe1a3e-fc90-44c7-bc34-d0271ee9fa48,2025-01-27 19:28:00,2025-01-27 20:37:00,69.0,Chicago,IL,41.8781,-87.6298,Sushi World,False,,2.9
7bbb0de5-7957-4e59-8744-374b4a058a61,2024-11-14 20:45:00,,,Houston,TX,29.7604,-95.3698,Pizza Palace,True,Wrong Address,
310b1c35-c8a3-4862-bed0-9c992fd50615,2025-04-26 16:26:00,2025-04-26 16:47:00,21.0,Houston,TX,29.7604,-95.3698,Pasta Place,False,,4.8
9c3e430c-7fda-4dae-9f0c-d41baf861077,2025-02-20 20:29:00,2025-02-20 21:13:00,44.0,San Jose,CA,37.3382,-121.8863,Pizza Palace,False,,3.5
2218dfd7-d48c-403f-ab0e-262e85a98cea,2025-03-30 18:20:00,,,San Antonio,TX,29.4241,-98.4936,Bistro Belle,True,Customer Request,
be972538-e816-485e-b869-c2a12bcfe9e2,2025-03-12 20:34:00,2025-03-12 20:59:00,25.0,Houston,TX,29.7604,-95.3698,The Gourmet Kitchen,False,,4.8
8a331c1a-742b-4696-96b0-7a547736c517,2025-01-12 09:16:00,2025-01-12 09:55:00,39.0,San Diego,CA,32.7157,-117.1611,Seafood Delight,False,,4.6
06b2ea0f-1d5b-4abf-8d81-72c7752db1f7,2025-01-08 09:58:00,2025-01-08 10:34:00,36.0,San Jose,CA,37.3382,-121.8863,Pasta Place,False,,4.8
4d467b60-1158-4362-90e1-c78205ad242e,2024-11-02 12:07:00,2024-11-02 13:34:00,87.0,Dallas,TX,32.7767,-96.797,Vegan Vibes,False,,1.8
906c78ed-fb83-4f37-a24f-b20ff23b54bf,2025-04-20 22:31:00,2025-04-20 23:31:00,60.0,San Antonio,TX,29.4241,-98.4936,Pasta Place,False,,3.6
af704ee9-1525-4120-a6cf-fcbe92e2921f,2025-01-02 12:31:00,2025-01-02 13:45:00,74.0,Houston,TX,29.7604,-95.3698,Vegan Vibes,False,,3.0
095d82f3-04dc-4f26-bc57-f81f73c5bc47,2024-12-28 12:48:00,2024-12-28 13:57:00,69.0,Phoenix,AZ,33.4484,-112.074,Burger Haven,False,,2.7
e1f6442c-106a-4b16-a58f-bfb571b6ad83,2025-04-29 09:10:00,2025-04-29 09:54:00,44.0,Los Angeles,CA,34.0522,-118.2437,Vegan Vibes,False,,4.1
bfc99ac8-fff3-4ab4-882c-fb1699df333b,2025-03-15 18:31:00,2025-03-15 19:15:00,44.0,Los Angeles,CA,34.0522,-118.2437,Sushi World,False,,4.1
53e8a7f6-3929-424d-8296-fe56df73c64f,2024-12-25 22:59:00,2024-12-25 23:34:00,35.0,Dallas,TX,32.7767,-96.797,Seafood Delight,False,,4.7
28b8433a-feb0-4bdc-b137-8598266aa0e8,2024-11-09 17:09:00,2024-11-09 17:50:00,41.0,Los Angeles,CA,34.0522,-118.2437,Taco Town,False,,3.6
17a99a68-75fe-45e8-b41a-9f50ab533a54,2025-03-20 13:09:00,2025-03-20 14:22:00,73.0,Los Angeles,CA,34.0522,-118.2437,Bistro Belle,False,,2.7
6d82d589-2ce2-416f-ae7c-882496475716,2025-02-16 13:18:00,2025-02-16 14:11:00,53.0,Phoenix,AZ,33.4484,-112.074,Seafood Delight,False,,4.3
f1da697d-a411-4c3e-b9b4-778b4c9abfdc,2024-12-08 15:15:00,2024-12-08 15:48:00,33.0,San Antonio,TX,29.4241,-98.4936,Taco Town,False,,5.0
510eb1f4-00bb-4816-992a-c9451e459593,2025-03-19 14:23:00,2025-03-19 14:53:00,30.0,San Antonio,TX,29.4241,-98.4936,Taco Town,False,,5.0
7649bbfa-1c9c-421c-88a5-1f2ed4b4f568,2025-01-06 15:15:00,2025-01-06 16:25:00,70.0,Dallas,TX,32.7767,-96.797,Sushi World,False,,3.3
335b35fd-8b3e-4006-b493-deb4c75e46b7,2025-03-06 15:51:00,2025-03-06 16:34:00,43.0,San Antonio,TX,29.4241,-98.4936,Taco Town,False,,3.9
70f0aea1-1457-4c3a-b5da-c75e9abc5954,2025-01-26 17:36:00,2025-01-26 18:00:00,24.0,Chicago,IL,41.8781,-87.6298,Seafood Delight,False,,4.6
9f98ae11-68e0-4a8e-9ae7-f34517110569,2025-02-26 15:04:00,2025-02-26 15:41:00,37.0,Philadelphia,PA,39.9526,-75.1652,Burger Haven,False,,4.8
1ae281d0-6557-4235-8e45-d64e2ae0cd0b,2024-11-14 18:57:00,2024-11-14 19:43:00,46.0,San Diego,CA,32.7157,-117.1611,Sushi World,False,,3.9
1135260a-8066-4132-be96-e7a5659f3e13,2025-03-30 09:36:00,2025-03-30 10:00:00,24.0,Los Angeles,CA,34.0522,-118.2437,Seafood Delight,False,,4.8
e4a3f1bd-7b8e-4721-958a-075239aedba9,2024-12-06 14:19:00,2024-12-06 14:59:00,40.0,Los Angeles,CA,34.0522,-118.2437,Taco Town,False,,4.6
99b886e4-80cb-4f54-9b83-ff862d657e43,2025-01-25 20:53:00,2025-01-25 21:29:00,36.0,San Diego,CA,32.7157,-117.1611,Steakhouse King,False,,4.7
49a4ce64-f13b-4570-b27c-41efb814aae4,2024-11-01 13:05:00,,,Philadelphia,PA,39.9526,-75.1652,Pasta Place,True,Wrong Address,
446ea426-8e3c-42f5-87c6-6650a8b58455,2025-04-08 19:40:00,2025-04-08 21:00:00,80.0,San Diego,CA,32.7157,-117.1611,Bistro Belle,False,,2.5
0a93e04a-1dff-4530-9d21-c5da0d626aa3,2025-04-09 09:19:00,2025-04-09 09:53:00,34.0,Houston,TX,29.7604,-95.3698,Pizza Palace,False,,4.5
139a4dad-d3c0-44f4-82bc-b913c1091002,2025-02-08 20:15:00,2025-02-08 20:55:00,40.0,New York,NY,40.7128,-74.006,Seafood Delight,False,,4.8
3ac2676c-fb97-4524-ac4c-3b942a9ee5ff,2025-01-13 16:17:00,2025-01-13 16:46:00,29.0,New York,NY,40.7128,-74.006,Burger Haven,False,,4.7
f001ee93-9585-4ada-9884-72ae15a6395c,2025-01-19 10:52:00,2025-01-19 11:24:00,32.0,San Antonio,TX,29.4241,-98.4936,Seafood Delight,False,,4.7
ce620efe-8f33-4ad0-adde-49be1f8be56b,2024-12-20 14:46:00,2024-12-20 15:27:00,41.0,Los Angeles,CA,34.0522,-118.2437,Burger Haven,False,,3.7
d4824120-878a-43bc-b78a-3c2a7e90256b,2025-02-11 13:53:00,,,Dallas,TX,32.7767,-96.797,Pizza Palace,True,Other,
c88f9f0a-21a4-420b-b15e-b5ba830f5594,2025-03-03 09:13:00,2025-03-03 09:33:00,20.0,San Jose,CA,37.3382,-121.8863,Seafood Delight,False,,4.7
cce05abc-215d-4f9b-bba3-7978017be18c,2024-11-12 10:02:00,2024-11-12 10:57:00,55.0,Houston,TX,29.7604,-95.3698,Pasta Place,False,,4.2
2d61c4cb-b551-495e-a58b-62973f41fbc1,2025-03-04 19:27:00,2025-03-04 20:41:00,74.0,Phoenix,AZ,33.4484,-112.074,Sushi World,False,,2.8
d37cbbda-9d44-4cd8-986a-319a7de6414a,2024-11-20 13:09:00,2024-11-20 13:40:00,31.0,San Jose,CA,37.3382,-121.8863,Steakhouse King,False,,4.6
23033180-1276-446e-8aa5-7e697268c6fb,2024-12-10 18:33:00,2024-12-10 19:17:00,44.0,Philadelphia,PA,39.9526,-75.1652,The Gourmet Kitchen,False,,3.8
80952634-d121-41ab-a666-1f019783fd0d,2025-01-23 12:34:00,2025-01-23 13:10:00,36.0,Dallas,TX,32.7767,-96.797,Sushi World,False,,4.7
1ae7402a-2aba-4d6b-926d-e73bba9e607e,2025-01-04 15:13:00,2025-01-04 16:01:00,48.0,Los Angeles,CA,34.0522,-118.2437,Steakhouse King,False,,4.4
bf8d0ac9-fb08-42dc-b5fa-3f7e63296e85,2025-04-04 14:20:00,2025-04-04 15:11:00,51.0,Houston,TX,29.7604,-95.3698,Burger Haven,False,,4.4
7e793f27-d734-49d6-b806-e82fefa7acf5,2025-03-25 09:31:00,2025-03-25 10:31:00,60.0,Chicago,IL,41.8781,-87.6298,Bistro Belle,False,,3.9
1df0af55-b9c2-4c24-bfe9-180507194168,2024-11-08 18:12:00,2024-11-08 19:10:00,58.0,San Antonio,TX,29.4241,-98.4936,Bistro Belle,False,,3.9
fad1e1bb-3d30-49aa-8a82-667022988115,2025-01-19 12:55:00,2025-01-19 14:01:00,66.0,Dallas,TX,32.7767,-96.797,Vegan Vibes,False,,3.2
1cabdb62-c624-4557-af6b-866cb3f0557f,2025-04-06 12:50:00,2025-04-06 13:32:00,42.0,Los Angeles,CA,34.0522,-118.2437,Seafood Delight,False,,3.7
92f60bff-8ed4-4cd3-b7fc-d5b947186ff0,2024-12-05 13:16:00,2024-12-05 14:05:00,49.0,Houston,TX,29.7604,-95.3698,Vegan Vibes,False,,3.8
0d2ea8ad-6eb8-4a61-b3e4-78a29509e919,2025-04-04 14:38:00,2025-04-04 15:03:00,25.0,San Antonio,TX,29.4241,-98.4936,Burger Haven,False,,5.0
5bc0c633-6283-4147-a8fc-ec84d6f685cd,2025-02-22 12:17:00,2025-02-22 12:54:00,37.0,San Jose,CA,37.3382,-121.8863,Pizza Palace,False,,4.6
3e53ce0b-bd5f-4760-8a41-cce9ecadc168,2025-02-23 12:46:00,2025-02-23 14:13:00,87.0,Los Angeles,CA,34.0522,-118.2437,Steakhouse King,False,,1.3
c4780e64-4306-4859-9dd6-37896eddb3a5,2025-02-01 20:39:00,2025-02-01 21:09:00,30.0,San Jose,CA,37.3382,-121.8863,Pizza Palace,False,,4.8
45bb3b65-66a8-4219-a05d-31c3aac75b88,2025-04-11 20:38:00,2025-04-11 21:05:00,27.0,Houston,TX,29.7604,-95.3698,The Gourmet Kitchen,False,,4.5
2e04250b-6a88-48ce-b23a-37901198bc0f,2025-04-10 19:39:00,,,Philadelphia,PA,39.9526,-75.1652,Burger Haven,True,Payment Issue,
c039ef99-3b9a-4d7b-ad83-c7463504c4a3,2024-12-23 11:30:00,2024-12-23 11:50:00,20.0,Phoenix,AZ,33.4484,-112.074,Sushi World,False,,4.7
ca84293d-64cc-4975-bd1b-2198042959b5,2025-04-29 13:06:00,2025-04-29 13:54:00,48.0,Chicago,IL,41.8781,-87.6298,Vegan Vibes,False,,4.3
36362128-f673-4af2-968c-ec563dece537,2025-01-28 17:11:00,2025-01-28 18:05:00,54.0,Philadelphia,PA,39.9526,-75.1652,Burger Haven,False,,4.1
47cc8416-be5b-43b6-8515-a4897b62ed3c,2025-03-04 12:29:00,2025-03-04 13:32:00,63.0,Philadelphia,PA,39.9526,-75.1652,Seafood Delight,False,,2.6
28af2053-8b26-4f67-ac76-bf82e356b1ce,2024-12-24 18:19:00,,,Phoenix,AZ,33.4484,-112.074,Sushi World,True,Payment Issue,
f7987d6c-6304-480a-a069-d67ac383e06d,2024-12-04 14:26:00,2024-12-04 15:42:00,76.0,Dallas,TX,32.7767,-96.797,Vegan Vibes,False,,3.2
38abce17-d256-40b4-a6ec-cc07a69463ad,2025-03-02 20:26:00,2025-03-02 21:10:00,44.0,New York,NY,40.7128,-74.006,Bistro Belle,False,,3.6
5a661c19-09fa-4842-92ce-97216c9d3fd1,2025-01-29 09:35:00,2025-01-29 10:05:00,30.0,San Diego,CA,32.7157,-117.1611,Pizza Palace,False,,5.0
5cbf909e-34a2-462b-99a8-b515cf2356c7,2024-11-11 23:52:00,2024-11-12 01:00:00,68.0,San Jose,CA,37.3382,-121.8863,Burger Haven,False,,3.1
2c9fb64d-4e18-4e48-8c4f-41b686294668,2025-02-18 16:56:00,2025-02-18 17:38:00,42.0,Phoenix,AZ,33.4484,-112.074,Bistro Belle,False,,3.7
e46e8260-18a8-4c4c-a649-dbbf410bec73,2024-12-10 09:55:00,2024-12-10 10:52:00,57.0,Dallas,TX,32.7767,-96.797,Bistro Belle,False,,4.1
a99b2936-98bc-4dc8-b902-13a7839bc1f9,2025-02-19 20:40:00,2025-02-19 21:16:00,36.0,San Diego,CA,32.7157,-117.1611,Pizza Palace,False,,4.7
04338556-e7ca-4335-8924-4fa328df271e,2025-02-22 17:23:00,2025-02-22 18:22:00,59.0,Phoenix,AZ,33.4484,-112.074,Vegan Vibes,False,,3.7
c419ae34-f7c0-4d15-9347-2178ea2eae88,2025-01-26 20:18:00,2025-01-26 21:14:00,56.0,Houston,TX,29.7604,-95.3698,Burger Haven,False,,3.5
5898f501-cd47-4690-8a1d-2cea3db2e65e,2024-12-11 13:49:00,2024-12-11 14:37:00,48.0,Philadelphia,PA,39.9526,-75.1652,Seafood Delight,False,,3.7
fb1e0603-4139-4258-90cf-77a2049fab87,2024-12-15 22:56:00,2024-12-15 23:54:00,58.0,San Antonio,TX,29.4241,-98.4936,Burger Haven,False,,4.3
261fe421-7d31-42ca-8fc6-9f5ea41e4d9e,2024-11-16 17:44:00,2024-11-16 19:01:00,77.0,San Diego,CA,32.7157,-117.1611,Pasta Place,False,,3.1
07a8e1f6-5c56-469e-8755-1c421f094947,2025-02-05 11:31:00,2025-02-05 12:02:00,31.0,Phoenix,AZ,33.4484,-112.074,Bistro Belle,False,,4.9
7ae45989-f9b0-40d9-adbf-ac6e394b0584,2025-02-22 12:09:00,2025-02-22 13:01:00,52.0,San Diego,CA,32.7157,-117.1611,Steakhouse King,False,,3.8
edc886f7-4c4a-4813-8bf7-5fa72c5cc3ba,2025-04-01 09:42:00,2025-04-01 10:38:00,56.0,Los Angeles,CA,34.0522,-118.2437,The Gourmet Kitchen,False,,3.7
bb800336-92af-4d87-971d-053895e8640e,2025-02-08 12:48:00,2025-02-08 13:49:00,61.0,San Antonio,TX,29.4241,-98.4936,The Gourmet Kitchen,False,,2.5
d6b9fcd2-d87a-4cb1-a3e8-d3ec78ccdf69,2025-02-08 12:19:00,2025-02-08 13:06:00,47.0,Los Angeles,CA,34.0522,-118.2437,Bistro Belle,False,,4.3
f95354f6-654a-440e-83d2-f448a6332b1d,2024-12-24 12:25:00,2024-12-24 13:47:00,82.0,San Antonio,TX,29.4241,-98.4936,The Gourmet Kitchen,False,,2.1
5708e4e7-bc2b-476b-8f49-037ecdd80c3a,2025-03-13 19:07:00,2025-03-13 19:57:00,50.0,Phoenix,AZ,33.4484,-112.074,Taco Town,False,,3.7
ac10ba86-84d2-4f51-b2b4-157b0ff80b8d,2025-03-04 08:16:00,2025-03-04 08:50:00,34.0,Los Angeles,CA,34.0522,-118.2437,Burger Haven,False,,4.9
ed1e8ade-94ce-47ef-b32d-88f53f9161f0,2025-04-03 14:48:00,2025-04-03 15:08:00,20.0,Phoenix,AZ,33.4484,-112.074,The Gourmet Kitchen,False,,4.7
0f9b4360-a412-4667-b36e-6f87bbaa982f,2025-03-25 19:32:00,2025-03-25 20:46:00,74.0,Phoenix,AZ,33.4484,-112.074,Pasta Place,False,,3.2
